start_at,end_at,clip_id,subject_id,trial_id,valence,arousal,dominance,liking,baseline_id
4480,4608,s13.dat_33,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
4608,4736,s13.dat_34,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
4736,4864,s13.dat_35,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
4864,4992,s13.dat_36,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
4992,5120,s13.dat_37,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5120,5248,s13.dat_38,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5248,5376,s13.dat_39,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5376,5504,s13.dat_40,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5504,5632,s13.dat_41,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5632,5760,s13.dat_42,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5760,5888,s13.dat_43,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
5888,6016,s13.dat_44,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6016,6144,s13.dat_45,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6144,6272,s13.dat_46,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6272,6400,s13.dat_47,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6400,6528,s13.dat_48,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6528,6656,s13.dat_49,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6656,6784,s13.dat_50,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6784,6912,s13.dat_51,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
6912,7040,s13.dat_52,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7040,7168,s13.dat_53,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7168,7296,s13.dat_54,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7296,7424,s13.dat_55,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7424,7552,s13.dat_56,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7552,7680,s13.dat_57,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7680,7808,s13.dat_58,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7808,7936,s13.dat_59,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
7936,8064,s13.dat_60,s13.dat,0,2.8499999999999996,0.9100000000000001,5.01,6.08,s13.dat_0
384,512,s13.dat_62,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
512,640,s13.dat_63,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
640,768,s13.dat_64,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
768,896,s13.dat_65,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
896,1024,s13.dat_66,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1024,1152,s13.dat_67,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1152,1280,s13.dat_68,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1280,1408,s13.dat_69,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1408,1536,s13.dat_70,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1536,1664,s13.dat_71,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1664,1792,s13.dat_72,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1792,1920,s13.dat_73,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
1920,2048,s13.dat_74,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2048,2176,s13.dat_75,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2176,2304,s13.dat_76,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2304,2432,s13.dat_77,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2432,2560,s13.dat_78,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2560,2688,s13.dat_79,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2688,2816,s13.dat_80,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2816,2944,s13.dat_81,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
2944,3072,s13.dat_82,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3072,3200,s13.dat_83,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3200,3328,s13.dat_84,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3328,3456,s13.dat_85,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3456,3584,s13.dat_86,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3584,3712,s13.dat_87,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3712,3840,s13.dat_88,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3840,3968,s13.dat_89,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
3968,4096,s13.dat_90,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4096,4224,s13.dat_91,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4224,4352,s13.dat_92,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4352,4480,s13.dat_93,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4480,4608,s13.dat_94,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4608,4736,s13.dat_95,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4736,4864,s13.dat_96,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4864,4992,s13.dat_97,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
4992,5120,s13.dat_98,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5120,5248,s13.dat_99,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5248,5376,s13.dat_100,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5376,5504,s13.dat_101,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5504,5632,s13.dat_102,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5632,5760,s13.dat_103,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5760,5888,s13.dat_104,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
5888,6016,s13.dat_105,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6016,6144,s13.dat_106,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6144,6272,s13.dat_107,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6272,6400,s13.dat_108,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6400,6528,s13.dat_109,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6528,6656,s13.dat_110,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6656,6784,s13.dat_111,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6784,6912,s13.dat_112,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
6912,7040,s13.dat_113,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7040,7168,s13.dat_114,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7168,7296,s13.dat_115,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7296,7424,s13.dat_116,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7424,7552,s13.dat_117,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7552,7680,s13.dat_118,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7680,7808,s13.dat_119,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7808,7936,s13.dat_120,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
7936,8064,s13.dat_121,s13.dat,1,4.03,7.51,8.09,3.58,s13.dat_61
384,512,s13.dat_123,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
512,640,s13.dat_124,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
640,768,s13.dat_125,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
768,896,s13.dat_126,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
896,1024,s13.dat_127,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1024,1152,s13.dat_128,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1152,1280,s13.dat_129,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1280,1408,s13.dat_130,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1408,1536,s13.dat_131,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1536,1664,s13.dat_132,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1664,1792,s13.dat_133,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1792,1920,s13.dat_134,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
1920,2048,s13.dat_135,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2048,2176,s13.dat_136,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2176,2304,s13.dat_137,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2304,2432,s13.dat_138,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2432,2560,s13.dat_139,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2560,2688,s13.dat_140,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2688,2816,s13.dat_141,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2816,2944,s13.dat_142,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
2944,3072,s13.dat_143,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3072,3200,s13.dat_144,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3200,3328,s13.dat_145,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3328,3456,s13.dat_146,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3456,3584,s13.dat_147,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3584,3712,s13.dat_148,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3712,3840,s13.dat_149,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3840,3968,s13.dat_150,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
3968,4096,s13.dat_151,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4096,4224,s13.dat_152,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4224,4352,s13.dat_153,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4352,4480,s13.dat_154,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4480,4608,s13.dat_155,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4608,4736,s13.dat_156,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4736,4864,s13.dat_157,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4864,4992,s13.dat_158,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
4992,5120,s13.dat_159,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5120,5248,s13.dat_160,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5248,5376,s13.dat_161,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5376,5504,s13.dat_162,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5504,5632,s13.dat_163,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5632,5760,s13.dat_164,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5760,5888,s13.dat_165,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
5888,6016,s13.dat_166,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6016,6144,s13.dat_167,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6144,6272,s13.dat_168,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6272,6400,s13.dat_169,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6400,6528,s13.dat_170,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6528,6656,s13.dat_171,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6656,6784,s13.dat_172,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6784,6912,s13.dat_173,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
6912,7040,s13.dat_174,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7040,7168,s13.dat_175,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7168,7296,s13.dat_176,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7296,7424,s13.dat_177,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7424,7552,s13.dat_178,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7552,7680,s13.dat_179,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7680,7808,s13.dat_180,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7808,7936,s13.dat_181,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
7936,8064,s13.dat_182,s13.dat,2,0.0,1.9400000000000004,5.09,6.96,s13.dat_122
384,512,s13.dat_184,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
512,640,s13.dat_185,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
640,768,s13.dat_186,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
768,896,s13.dat_187,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
896,1024,s13.dat_188,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1024,1152,s13.dat_189,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1152,1280,s13.dat_190,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1280,1408,s13.dat_191,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1408,1536,s13.dat_192,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1536,1664,s13.dat_193,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1664,1792,s13.dat_194,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1792,1920,s13.dat_195,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
1920,2048,s13.dat_196,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2048,2176,s13.dat_197,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2176,2304,s13.dat_198,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2304,2432,s13.dat_199,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2432,2560,s13.dat_200,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2560,2688,s13.dat_201,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2688,2816,s13.dat_202,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2816,2944,s13.dat_203,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
2944,3072,s13.dat_204,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3072,3200,s13.dat_205,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3200,3328,s13.dat_206,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3328,3456,s13.dat_207,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3456,3584,s13.dat_208,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3584,3712,s13.dat_209,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3712,3840,s13.dat_210,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3840,3968,s13.dat_211,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
3968,4096,s13.dat_212,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4096,4224,s13.dat_213,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4224,4352,s13.dat_214,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4352,4480,s13.dat_215,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4480,4608,s13.dat_216,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4608,4736,s13.dat_217,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4736,4864,s13.dat_218,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4864,4992,s13.dat_219,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
4992,5120,s13.dat_220,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5120,5248,s13.dat_221,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5248,5376,s13.dat_222,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5376,5504,s13.dat_223,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5504,5632,s13.dat_224,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5632,5760,s13.dat_225,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5760,5888,s13.dat_226,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
5888,6016,s13.dat_227,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6016,6144,s13.dat_228,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6144,6272,s13.dat_229,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6272,6400,s13.dat_230,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6400,6528,s13.dat_231,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6528,6656,s13.dat_232,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6656,6784,s13.dat_233,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6784,6912,s13.dat_234,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
6912,7040,s13.dat_235,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7040,7168,s13.dat_236,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7168,7296,s13.dat_237,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7296,7424,s13.dat_238,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7424,7552,s13.dat_239,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7552,7680,s13.dat_240,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7680,7808,s13.dat_241,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7808,7936,s13.dat_242,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
7936,8064,s13.dat_243,s13.dat,3,1.92,1.9900000000000002,6.05,7.01,s13.dat_183
384,512,s13.dat_245,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
512,640,s13.dat_246,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
640,768,s13.dat_247,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
768,896,s13.dat_248,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
896,1024,s13.dat_249,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1024,1152,s13.dat_250,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1152,1280,s13.dat_251,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1280,1408,s13.dat_252,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1408,1536,s13.dat_253,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1536,1664,s13.dat_254,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1664,1792,s13.dat_255,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1792,1920,s13.dat_256,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
1920,2048,s13.dat_257,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2048,2176,s13.dat_258,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2176,2304,s13.dat_259,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2304,2432,s13.dat_260,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2432,2560,s13.dat_261,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2560,2688,s13.dat_262,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2688,2816,s13.dat_263,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2816,2944,s13.dat_264,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
2944,3072,s13.dat_265,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3072,3200,s13.dat_266,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3200,3328,s13.dat_267,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3328,3456,s13.dat_268,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3456,3584,s13.dat_269,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3584,3712,s13.dat_270,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3712,3840,s13.dat_271,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3840,3968,s13.dat_272,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
3968,4096,s13.dat_273,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
4096,4224,s13.dat_274,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
4224,4352,s13.dat_275,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
4352,4480,s13.dat_276,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
4480,4608,s13.dat_277,s13.dat,4,3.99,1.0300000000000002,8.01,6.03,s13.dat_244
